image_idx,label,class_name,iters,mse,psnr,ssim,edge_laplacian_mse,phi_norm
8138,8,ship,5,0.04380634054541588,13.584630250074618,0.12682255,0.34388336539268494,0.23314327001571655
8138,8,ship,10,0.06461330503225327,11.896780438141953,0.13792668,0.32040879130363464,0.30987879633903503
8138,8,ship,20,0.08211852610111237,10.855588541370302,0.117324956,0.05473606288433075,0.4447077810764313
8138,8,ship,50,0.08327928185462952,10.794630285493497,0.12121297,0.035248883068561554,0.6184754967689514
8138,8,ship,100,0.08227336406707764,10.84740744508575,0.12580174,0.031813181936740875,0.7090172171592712
8138,8,ship,200,0.08276910334825516,10.82131749561503,0.11440703,0.034505072981119156,0.8607168197631836
8138,8,ship,500,0.08254291862249374,10.833201790346372,0.12194539,0.032633714377880096,1.3201606273651123
8138,8,ship,1000,0.08294937014579773,10.811869073279023,0.11889716,0.03291325271129608,2.016531229019165
0,6,frog,5,0.03199468180537224,14.949222046340736,0.06859968,0.1752518117427826,0.2734636962413788
0,6,frog,10,0.028308948501944542,15.480762616233859,0.0706915,0.058030299842357635,0.3814384341239929
0,6,frog,20,0.027057137340307236,15.677181538977973,0.09119626,0.047109898179769516,0.507465660572052
0,6,frog,50,0.026459436863660812,15.774194031419878,0.08929167,0.04342399165034294,0.6297444701194763
0,6,frog,100,0.026628976687788963,15.746455225353579,0.09130814,0.04243936762213707,0.7180405855178833
0,6,frog,200,0.026498448103666306,15.76779560016016,0.09015867,0.04242628812789917,0.8960316777229309
0,6,frog,500,0.026342248544096947,15.79347156913541,0.09540234,0.043153829872608185,1.5426522493362427
0,6,frog,1000,0.026498839259147644,15.767731492476326,0.09312678,0.04117443040013313,2.2933497428894043
1,9,truck,5,0.06084092706441879,12.15804177000795,0.10601693,0.4334374666213989,0.24183645844459534
1,9,truck,10,0.05969548225402832,12.24058534974273,0.037706453,0.10601290315389633,0.33757761120796204
1,9,truck,20,0.05656566470861435,12.474471050721181,0.042281985,0.09614359587430954,0.44916367530822754
1,9,truck,50,0.056787099689245224,12.4575031164973,0.03267129,0.09462975710630417,0.5871958136558533
1,9,truck,100,0.05626612901687622,12.497529623018174,0.03865886,0.09147019684314728,0.6929566860198975
1,9,truck,200,0.056248605251312256,12.4988824191293,0.03539362,0.09150052070617676,0.9179233908653259
1,9,truck,500,0.05651497095823288,12.478364912371795,0.03522336,0.09177316725254059,1.4573062658309937
1,9,truck,1000,0.05643295496702194,12.484672084173198,0.036864836,0.09297294914722443,2.3793535232543945
2,9,truck,5,0.07577592134475708,11.204687744257134,0.07349803,0.4375030994415283,0.259247750043869
2,9,truck,10,0.09293439239263535,10.318235361438683,0.04950359,0.24837180972099304,0.3473812937736511
2,9,truck,20,0.10456659644842148,9.806070276579389,0.091344856,0.07418092340230942,0.46428126096725464
2,9,truck,50,0.10492821782827377,9.791077034256505,0.14483064,0.04594757407903671,0.5999048352241516
2,9,truck,100,0.10504718869924545,9.786155658067386,0.14262731,0.046731751412153244,0.6748758554458618
2,9,truck,200,0.10516282916069031,9.781377387282028,0.13896567,0.04718713462352753,0.8769667744636536
2,9,truck,500,0.1055900901556015,9.763768393087616,0.1404404,0.04578852653503418,1.4648908376693726
2,9,truck,1000,0.10528185218572617,9.776464832764288,0.14411198,0.0457664355635643,2.176800012588501
3,4,deer,5,0.018239600583910942,17.389846762106032,0.090959966,0.09141731262207031,0.29378199577331543
3,4,deer,10,0.01839192770421505,17.353727488789566,0.12185184,0.037392329424619675,0.41175371408462524
3,4,deer,20,0.016051961109042168,17.94471901152804,0.17586076,0.032984908670186996,0.5267874598503113
3,4,deer,50,0.01583646610379219,18.003417244415573,0.16208167,0.025848498567938805,0.6330557465553284
3,4,deer,100,0.015828076750040054,18.005718525153057,0.15938607,0.02484828233718872,0.6960110664367676
3,4,deer,200,0.015912890434265137,17.98250927478637,0.1507703,0.025205329060554504,0.8061844110488892
3,4,deer,500,0.0159193966537714,17.98073396077192,0.16292167,0.024498235434293747,1.4374821186065674
3,4,deer,1000,0.01580079458653927,18.013210728004832,0.16428362,0.025633906945586205,2.3502485752105713
4,1,automobile,5,0.06525301188230515,11.85399437803059,0.06970892,0.25920936465263367,0.26643773913383484
4,1,automobile,10,0.06320326030254364,11.992605183175609,0.028643876,0.11734800040721893,0.38971245288848877
4,1,automobile,20,0.05721127986907959,12.425183365576766,0.06563417,0.05738029628992081,0.5333687663078308
4,1,automobile,50,0.05510934442281723,12.587747552827564,0.06424123,0.05438119173049927,0.6603390574455261
4,1,automobile,100,0.054915644228458405,12.603039172212425,0.072372206,0.05365411564707756,0.7351170778274536
4,1,automobile,200,0.05517349764704704,12.582694836756943,0.06764637,0.055046893656253815,0.940222978591919
4,1,automobile,500,0.05510767549276352,12.587879076454971,0.06781384,0.05395137518644333,1.5012469291687012
4,1,automobile,1000,0.055300161242485046,12.572736023911533,0.068850316,0.05567257106304169,2.304982900619507
5,1,automobile,5,0.04168669879436493,13.80002495666632,0.09333145,0.17666596174240112,0.27740681171417236
5,1,automobile,10,0.04322269186377525,13.64288189207083,0.083965115,0.06930597126483917,0.3938555121421814
5,1,automobile,20,0.03949064761400223,14.035057441342742,0.0765601,0.05509347841143608,0.5200812220573425
5,1,automobile,50,0.03625024855136871,14.406890113242195,0.07240126,0.05317934602499008,0.641808271408081
5,1,automobile,100,0.035987816751003265,14.4384449960306,0.07576957,0.05266062170267105,0.7206679582595825
