image_idx,label,class_name,iters,mse,psnr,ssim,edge_laplacian_mse,phi_norm
5,1,automobile,50,0.024011043831706047,16.195889594558416,0.32131505,0.06755007803440094,0.3990958034992218
5,1,automobile,100,0.015345877036452293,18.140082860391175,0.5353821,0.06331809610128403,0.43463656306266785
5,1,automobile,200,0.011381900869309902,19.43785201199946,0.6679351,0.03720837086439133,0.48518210649490356
5,1,automobile,500,0.008892725221812725,20.509651268335702,0.74371964,0.027309074997901917,0.5216477513313293
5,1,automobile,1000,0.008003313094377518,20.96730192914773,0.76851445,0.023693880066275597,0.5451388359069824
10,4,deer,5,0.030285194516181946,15.18769632598891,0.2091046,0.016292139887809753,0.21082188189029694
10,4,deer,10,0.00974577572196722,20.11183587191621,0.29016337,0.014711173251271248,0.3219148814678192
10,4,deer,20,0.004758981987833977,23.224859389497432,0.3161759,0.013764928095042706,0.4631514847278595
10,4,deer,50,0.0037628859281539917,24.244789471130797,0.41669926,0.011482860893011093,0.5510740280151367
10,4,deer,100,0.0026212441734969616,25.81492521875548,0.5780725,0.012600181624293327,0.5634149312973022
10,4,deer,200,0.0011896910145878792,29.245658185099053,0.7971986,0.010092323645949364,0.5970561504364014
10,4,deer,500,0.0007422300986945629,31.294614382492703,0.90029985,0.0044061243534088135,0.6252718567848206
10,4,deer,1000,0.0004925007233396173,33.0759312731424,0.93874437,0.0023246414493769407,0.6426253914833069
20,4,deer,5,0.035662271082401276,14.477910030802306,0.15011571,0.12463146448135376,0.2153264731168747
20,4,deer,10,0.03429900109767914,14.647185278896774,0.12899949,0.046494774520397186,0.3078359365463257
20,4,deer,20,0.029335886240005493,15.326007871704995,0.13723113,0.044354796409606934,0.37293756008148193
20,4,deer,50,0.016189130023121834,17.907764888815407,0.47950387,0.08580803126096725,0.40718990564346313
20,4,deer,100,0.004290932789444923,23.674482879380328,0.8159273,0.04884861037135124,0.44597867131233215
20,4,deer,200,0.003935504704713821,24.04999564088481,0.8414052,0.021373923867940903,0.46918174624443054
20,4,deer,500,0.0015946996863931417,27.97321091178771,0.9322257,0.008589035831391811,0.4951176643371582
20,4,deer,1000,0.0007465251255780458,31.269555707704782,0.9617011,0.007917742244899273,0.5040261745452881
30,0,airplane,5,0.03887668251991272,14.103108019959329,0.19098751,0.0700649544596672,0.16864624619483948
30,0,airplane,10,0.018940655514597893,17.226049946333642,0.2006632,0.053514447063207626,0.2788993716239929
30,0,airplane,20,0.0163256898522377,17.87128458280135,0.23190637,0.05117712542414665,0.3728867173194885
30,0,airplane,50,0.01350546907633543,18.694903271576674,0.30385825,0.047053128480911255,0.4205208718776703
30,0,airplane,100,0.008744768798351288,20.582516682810837,0.4837576,0.047963015735149384,0.43687137961387634
30,0,airplane,200,0.005212772637605667,22.829312170232225,0.6813759,0.027281424030661583,0.47132977843284607
30,0,airplane,500,0.00462373998016119,23.350065968099194,0.77221775,0.017330288887023926,0.5069877505302429
30,0,airplane,1000,0.003369733691215515,24.724044199018383,0.81121093,0.013898844830691814,0.5245935916900635
