image_idx,label,class_name,iters,mse,psnr,ssim,edge_laplacian_mse,phi_norm
8138,8,ship,5,0.11963712424039841,9.221340348043483,0.11822912,0.03990442305803299,0.3188879191875458
8138,8,ship,10,0.05783744901418686,12.377908703382461,0.14375448,0.06099604070186615,0.4705035090446472
8138,8,ship,20,0.03890672326087952,14.099753441035492,0.2908512,0.03963933512568474,0.6619709134101868
8138,8,ship,50,0.012437770143151283,19.052574734497696,0.5128134,0.026807811111211777,0.7542872428894043
8138,8,ship,100,0.0053879693150520325,22.685748862863807,0.73378927,0.018108099699020386,0.8055379986763
8138,8,ship,200,0.002509712241590023,26.00376070970679,0.8616856,0.011914792470633984,0.8755348920822144
8138,8,ship,500,0.0011784848757088184,29.28675986697868,0.9250352,0.007165227085351944,0.957166314125061
8138,8,ship,1000,0.0008601484587416053,30.6542658451471,0.93990237,0.005560127552598715,0.9968250393867493
0,6,frog,5,0.03902189061045647,14.086916928657025,0.09116161,0.04530688375234604,0.3376656472682953
0,6,frog,10,0.03260418027639389,14.867267142086767,0.10213107,0.04404110834002495,0.49261772632598877
0,6,frog,20,0.0261645819991827,15.822861990821018,0.11815723,0.03983759880065918,0.6301350593566895
0,6,frog,50,0.016187941655516624,17.908083695592477,0.37615094,0.03891140595078468,0.7568517923355103
0,6,frog,100,0.007063040044158697,21.51008331493721,0.7149945,0.032043129205703735,0.8741260766983032
0,6,frog,200,0.0038272039964795113,24.171183885243334,0.8609752,0.021066736429929733,0.9783607125282288
0,6,frog,500,0.00215688394382596,26.66173222496883,0.9195855,0.013507617637515068,1.1005843877792358
0,6,frog,1000,0.0016683604335412383,27.777101183337987,0.9401739,0.010866894386708736,1.1765514612197876
1,9,truck,5,0.12457087635993958,9.045834802657934,0.11344271,0.10608389973640442,0.2783571779727936
1,9,truck,10,0.08277779072523117,10.82086168762087,0.07357984,0.09647637605667114,0.4337063431739807
1,9,truck,20,0.04878376051783562,13.117247249489674,0.10187924,0.09243044257164001,0.6651979684829712
1,9,truck,50,0.023339752107858658,16.319037609196464,0.4876081,0.0840630978345871,0.8693367838859558
1,9,truck,100,0.009772513061761856,20.09993740425282,0.8257398,0.051437169313430786,0.9659250378608704
1,9,truck,200,0.004987097345292568,23.021521545185948,0.92491466,0.027901915833353996,1.0582566261291504
1,9,truck,500,0.0030021248385310173,25.22571252279998,0.95977944,0.01583969034254551,1.1326855421066284
