image_idx,label,class_name,iters,mse,psnr,ssim,edge_laplacian_mse,phi_norm
8138,8,ship,5,0.08593999594449997,10.658046711464292,0.079831,0.0632740706205368,0.2024109810590744
8138,8,ship,10,0.07595296204090118,11.194552846986996,0.10396067,0.07157914340496063,0.2307303547859192
8138,8,ship,20,0.03788858652114868,14.214915962957582,0.17321938,0.11123031377792358,0.23389481008052826
8138,8,ship,50,0.014984644018113613,18.243535698891932,0.35346285,0.051696695387363434,0.2774093747138977
8138,8,ship,100,0.008403933607041836,20.755173872762306,0.54119307,0.0356440395116806,0.34453606605529785
8138,8,ship,200,0.005183140281587839,22.854070368299546,0.7076068,0.02756359800696373,0.43573513627052307
8138,8,ship,500,0.0029740938916802406,25.266453249885895,0.81500524,0.020509980618953705,0.5858016610145569
8138,8,ship,1000,0.0019276266684755683,27.149770739190437,0.8681872,0.013481049798429012,0.6880381107330322
0,6,frog,5,0.04452987760305405,13.513484985896682,0.06997332,0.04856341332197189,0.19797950983047485
0,6,frog,10,0.028088506311178207,15.514713550690152,0.07660448,0.04446479678153992,0.3000010848045349
0,6,frog,20,0.027498459443449974,15.606916361315463,0.092288546,0.04272664710879326,0.4014962911605835
0,6,frog,50,0.02225550264120102,16.5256259271667,0.16007411,0.04761592671275139,0.45504841208457947
0,6,frog,100,0.013393260538578033,18.731136827688395,0.4391633,0.05667928606271744,0.5820884704589844
0,6,frog,200,0.007399752736091614,21.307827920453907,0.6994626,0.04585453122854233,0.7369301915168762
0,6,frog,500,0.0035722244065254927,24.47061266621538,0.86932844,0.025302503257989883,0.9095421433448792
0,6,frog,1000,0.0030774790793657303,25.11804890710831,0.8901436,0.022061986848711967,1.0035394430160522
1,9,truck,5,0.08425021171569824,10.744289990994256,0.034383725,0.10948684811592102,0.21573816239833832
1,9,truck,10,0.06001248583197594,12.217583835530073,0.031437375,0.10999926924705505,0.26866599917411804
1,9,truck,20,0.058769114315509796,12.308508543049175,0.039159726,0.09915755689144135,0.3218589425086975
1,9,truck,50,0.05292529985308647,12.763366727668037,0.08849909,0.09376542270183563,0.358991414308548
1,9,truck,100,0.03587227314710617,14.45241102165258,0.37372613,0.14014172554016113,0.48529884219169617
1,9,truck,200,0.014950941316783428,18.25331463137871,0.77183515,0.11230596899986267,0.7237573862075806
1,9,truck,500,0.00627773767337203,22.021968360375812,0.91619825,0.0433068722486496,0.8630900382995605
1,9,truck,1000,0.005182930734008551,22.85424595142502,0.94384956,0.026797017082571983,0.9332261085510254
2,9,truck,5,0.12312312424182892,9.096603728405526,0.07372281,0.0654464066028595,0.20847167074680328
2,9,truck,10,0.09739643335342407,10.11456946645903,0.08952382,0.07531015574932098,0.23865073919296265
2,9,truck,20,0.04953870177268982,13.050553788633174,0.23028325,0.11340022087097168,0.2427954524755478
2,9,truck,50,0.0229354165494442,16.394933678719916,0.49255976,0.10824866592884064,0.31015992164611816
2,9,truck,100,0.010101690888404846,19.956059250252135,0.6820205,0.07641075551509857,0.42612218856811523
2,9,truck,200,0.011721117421984673,19.310309832779268,0.6699271,0.05543747544288635,0.5091958045959473
2,9,truck,500,0.004700449761003256,23.278605847501105,0.8068052,0.03753700479865074,0.6289417743682861
2,9,truck,1000,0.003289576154202223,24.8286005516527,0.8329032,0.028207695111632347,0.7326914668083191
3,4,deer,5,0.03817993029952049,14.181648687805204,0.092852525,0.026460541412234306,0.207632377743721
3,4,deer,10,0.0356205552816391,14.48299314691077,0.114473045,0.030470162630081177,0.3029177188873291
3,4,deer,20,0.017080582678318024,17.674973180930373,0.1560901,0.026363758370280266,0.47362086176872253
3,4,deer,50,0.014732028357684612,18.317374538427767,0.19741356,0.02635297179222107,0.5892274379730225
3,4,deer,100,0.01103883609175682,19.57076715155258,0.33218524,0.03058311715722084,0.6313610076904297
3,4,deer,200,0.00501833762973547,22.994401230536262,0.6503621,0.0300796777009964,0.7762378454208374
3,4,deer,500,0.001731411786749959,27.615996303077885,0.8684736,0.015761133283376694,0.9555155038833618
3,4,deer,1000,0.001045004348270595,29.808819024467105,0.9242572,0.00864358153194189,1.0414636135101318
4,1,automobile,5,0.0769607275724411,11.137308352113722,0.04305471,0.07394973933696747,0.25145459175109863
4,1,automobile,10,0.05605241283774376,12.514056879831221,0.05982126,0.06309451907873154,0.32868170738220215
4,1,automobile,20,0.055978160351514816,12.519813781512752,0.08270457,0.05815746635198593,0.3995300829410553
4,1,automobile,50,0.05059725046157837,12.958730828006878,0.14440517,0.0579955093562603,0.43534135818481445
4,1,automobile,100,0.03365805745124817,14.729109526070232,0.39097,0.1166878342628479,0.5659685730934143
4,1,automobile,200,0.01323565375059843,18.782546026614266,0.75299627,0.08794846385717392,0.8011228442192078
4,1,automobile,500,0.005812018644064665,22.356730012216733,0.8831358,0.03514872118830681,0.940463662147522
4,1,automobile,1000,0.007232368923723698,21.407194285710066,0.8990507,0.025262504816055298,1.0108915567398071
5,1,automobile,5,0.0514378547668457,12.887171521046099,0.072412215,0.05596642196178436,0.24374479055404663
5,1,automobile,10,0.0429120771586895,13.674204629382324,0.07248815,0.05700453370809555,0.3582867383956909
5,1,automobile,20,0.036235760897397995,14.408626147080128,0.08101807,0.055067241191864014,0.4871843755245209
5,1,automobile,50,0.033198725432157516,14.788785894407347,0.13353102,0.05312209576368332,0.5425324440002441
5,1,automobile,100,0.023954570293426514,16.206116152824595,0.32629678,0.07471315562725067,0.6310113668441772
5,1,automobile,200,0.01486294623464346,18.27895093225461,0.5756272,0.07198343425989151,0.8119655251502991
